elapsed_tokens,elapsed_examples,training_loss,training_sequence_accuracy,training_token_accuracy,classification/accuracy,classification/weighted_f1_score,model,n_epochs,batch_size,learning_rate_multiplier,classification_n_classes,compute_classification_metrics,aoai_endpoint,api_version,fine_tune_id,fine_tuned_model
77736.0,296.0,0.0191434002395032,0.75,0.75,0.5112782120704651,0.4891501391527095,babbage,10,4,0.3307019260693294,5,True,https://aoai.openai.azure.com/,2022-06-01-preview,ft-c95637801d4545108dc21ff2aed987b4,babbage.ft-c95637801d4545108dc21ff2aed987b4
78024.0,296.0,0.0252570389367335,0.5,0.5,0.5075187683105469,0.4710610790955888,babbage,10,4,0.32461000986737554,5,True,https://aoai.openai.azure.com/,2022-06-01-preview,ft-0017058d96e942de9a3815ee420d3b4c,babbage.ft-0017058d96e942de9a3815ee420d3b4c
76648.0,296.0,0.0233518976223605,1.0,1.0,0.5883458852767944,0.5646099532088379,babbage,10,4,0.3235014350674241,5,True,https://aoai.openai.azure.com/,2022-06-01-preview,ft-73ffa501b6a843deab105e8ee343472a,babbage.ft-73ffa501b6a843deab105e8ee343472a
76008.0,296.0,0.0304076486313094,0.5,0.5,0.518796980381012,0.4902021248131916,babbage,10,4,0.3312356726601049,5,True,https://aoai.openai.azure.com/,2022-06-01-preview,ft-416da681276948ebac23ab2cdfc25cd6,babbage.ft-416da681276948ebac23ab2cdfc25cd6
77608.0,296.0,0.0871636326147054,0.75,0.75,0.3421052694320678,0.3285046283810425,babbage,10,4,0.15004084979363955,5,True,https://aoai.openai.azure.com/,2022-06-01-preview,ft-61c965c2240e4dcdb671e3c2098c8b66,babbage.ft-61c965c2240e4dcdb671e3c2098c8b66
76004.0,292.0,0.0190149897926177,0.75,0.75,0.5093985199928284,0.4934805127552038,babbage,10,4,0.3494454055998609,5,True,https://aoai.openai.azure.com/,2022-06-01-preview,ft-5b2209732e2f4e1cb56bfd009676860a,babbage.ft-5b2209732e2f4e1cb56bfd009676860a
76772.0,292.0,0.0324645515677794,0.25,0.25,0.5545112490653992,0.5374459625305701,babbage,10,4,0.34999797018445317,5,True,https://aoai.openai.azure.com/,2022-06-01-preview,ft-76dce12869ff4c8a83e267362746d27f,babbage.ft-76dce12869ff4c8a83e267362746d27f
76744.0,296.0,0.0172685009748682,0.75,0.75,0.3872180581092834,0.353808665295177,babbage,10,4,0.3498175343778439,5,True,https://aoai.openai.azure.com/,2022-06-01-preview,ft-d8f094e71101481c8c95c7062634eb3f,babbage.ft-d8f094e71101481c8c95c7062634eb3f
76712.0,296.0,0.0198416093777487,0.5,0.5,0.5244361162185669,0.4815635437420162,babbage,10,4,0.34963166558546444,5,True,https://aoai.openai.azure.com/,2022-06-01-preview,ft-7dcd93b1c1f14d9ca81422eb6118c44c,babbage.ft-7dcd93b1c1f14d9ca81422eb6118c44c
75112.0,296.0,0.0214301256470027,0.75,0.75,0.5714285969734192,0.5491252227205872,babbage,10,4,0.3496950532434738,5,True,https://aoai.openai.azure.com/,2022-06-01-preview,ft-3aafdb38a8d04268be41ec84ff55c650,babbage.ft-3aafdb38a8d04268be41ec84ff55c650
77096.0,296.0,0.0198652299727546,0.75,0.75,0.5451127886772156,0.5178266285105596,babbage,10,4,0.34967821482392475,5,True,https://aoai.openai.azure.com/,2022-06-01-preview,ft-a5cae810a2254dbf8149f28a5af6db25,babbage.ft-a5cae810a2254dbf8149f28a5af6db25
76712.0,296.0,0.0337140551729634,0.75,0.75,0.5545112490653992,0.5295341865505957,babbage,10,4,0.2769005911291416,5,True,https://aoai.openai.azure.com/,2022-06-01-preview,ft-14be93dbf9964f40bb0cc2a0a432cd3a,babbage.ft-14be93dbf9964f40bb0cc2a0a432cd3a
76748.0,300.0,0.0162656423999536,0.75,0.75,0.5093985199928284,0.4846514896360279,babbage,10,4,0.3289239782517853,5,True,https://aoai.openai.azure.com/,2022-06-01-preview,ft-0514f68f1a8b47d193627212eb4756cd,babbage.ft-0514f68f1a8b47d193627212eb4756cd
76200.0,296.0,0.0144666150952644,0.75,0.75,0.5075187683105469,0.4507158236260471,babbage,10,4,0.3307414834472953,5,True,https://aoai.openai.azure.com/,2022-06-01-preview,ft-02477c4e1cc44a4a90171fee83f900e4,babbage.ft-02477c4e1cc44a4a90171fee83f900e4
76840.0,296.0,0.0255641626987565,0.0,0.0,0.490601509809494,0.4523531599170995,babbage,10,4,0.33477689204399036,5,True,https://aoai.openai.azure.com/,2022-06-01-preview,ft-ebddaf15b761428aa4784cadb907b156,babbage.ft-ebddaf15b761428aa4784cadb907b156
74504.0,296.0,0.0228505564821699,0.25,0.25,0.4605263173580169,0.4264358968891222,babbage,10,4,0.3418100912130392,5,True,https://aoai.openai.azure.com/,2022-06-01-preview,ft-79f020de6a644560b63196261a5dbb8c,babbage.ft-79f020de6a644560b63196261a5dbb8c
78760.0,296.0,0.0266586908980078,0.75,0.75,0.4793232977390289,0.4680372394702965,babbage,10,4,0.26748924370807303,5,True,https://aoai.openai.azure.com/,2022-06-01-preview,ft-f8874d6d95644ae292c85c88ee1d10bd,babbage.ft-f8874d6d95644ae292c85c88ee1d10bd
75816.0,296.0,0.0193213375756503,0.5,0.5,0.5451127886772156,0.5114009900903966,babbage,10,4,0.3381478856724656,5,True,https://aoai.openai.azure.com/,2022-06-01-preview,ft-973ea7793fb44ed187360c1870ecf741,babbage.ft-973ea7793fb44ed187360c1870ecf741
77484.0,300.0,0.0207990923686367,0.5,0.5,0.5507518649101257,0.530438633533565,babbage,10,4,0.3416486771689839,5,True,https://aoai.openai.azure.com/,2022-06-01-preview,ft-1b511bca83974b4f9c5ed0ccee1ec4ed,babbage.ft-1b511bca83974b4f9c5ed0ccee1ec4ed
77992.0,296.0,0.0289940044102511,0.75,0.75,0.5939849615097046,0.559199553465784,babbage,10,4,0.3149437704851508,5,True,https://aoai.openai.azure.com/,2022-06-01-preview,ft-354f84bdca4b4fba941d7cfcb90404e1,babbage.ft-354f84bdca4b4fba941d7cfcb90404e1
76648.0,296.0,0.0911097772706344,0.75,0.75,0.6090225577354431,0.5729947898415657,babbage,10,4,0.15549475624379142,5,True,https://aoai.openai.azure.com/,2022-06-01-preview,ft-4602a29fa20a45f2a44daf826b72fc3b,babbage.ft-4602a29fa20a45f2a44daf826b72fc3b
78632.0,296.0,0.056644304607613,0.5,0.5,0.5281955003738403,0.4947635679587985,babbage,10,4,0.22353698859880183,5,True,https://aoai.openai.azure.com/,2022-06-01-preview,ft-ffce19326f504d8bb3aa0b2445ef27ad,babbage.ft-ffce19326f504d8bb3aa0b2445ef27ad
75208.0,296.0,0.0164547952613993,0.5,0.5,0.5545112490653992,0.5355806527789859,babbage,10,4,0.288321544202498,5,True,https://aoai.openai.azure.com/,2022-06-01-preview,ft-7852dd5bda43418bbff51d8e1ae1a1cd,babbage.ft-7852dd5bda43418bbff51d8e1ae1a1cd
76396.0,300.0,0.0676011901333258,0.75,0.75,0.4642857015132904,0.3697315322866302,babbage,10,4,0.2309563538886258,5,True,https://aoai.openai.azure.com/,2022-06-01-preview,ft-d97dec3a7d664dc5944017db8afc9cbe,babbage.ft-d97dec3a7d664dc5944017db8afc9cbe
76520.0,296.0,0.0194888463906048,0.5,0.5,0.4605263173580169,0.4200920201339085,babbage,10,4,0.32939317431027104,5,True,https://aoai.openai.azure.com/,2022-06-01-preview,ft-3a2e8b3ce9ce4fafac75e9f134d03565,babbage.ft-3a2e8b3ce9ce4fafac75e9f134d03565
76552.0,296.0,0.0513639284911393,0.25,0.25,0.328947365283966,0.3246208409567592,babbage,10,4,0.25865296130755816,5,True,https://aoai.openai.azure.com/,2022-06-01-preview,ft-2d111d0fe3e54e1ba54944fa7ccf6908,babbage.ft-2d111d0fe3e54e1ba54944fa7ccf6908
78700.0,300.0,0.0867210324400976,0.75,0.75,0.5545112490653992,0.5451090691395399,babbage,10,4,0.17800340794554712,5,True,https://aoai.openai.azure.com/,2022-06-01-preview,ft-7e1f27ff8f954d99b50880e5911624e7,babbage.ft-7e1f27ff8f954d99b50880e5911624e7
78728.0,296.0,0.077700788522822,0.75,0.75,0.5507518649101257,0.5054564749722945,babbage,10,4,0.1585099294014299,5,True,https://aoai.openai.azure.com/,2022-06-01-preview,ft-ee26a22a0e42454a9e465bd975db2c32,babbage.ft-ee26a22a0e42454a9e465bd975db2c32
79148.0,300.0,0.0802856127329895,0.5,0.5,0.4492481350898742,0.4069200848035093,babbage,10,4,0.17448209859674177,5,True,https://aoai.openai.azure.com/,2022-06-01-preview,ft-6c20da7eebf54be5a95c1f90893304d3,babbage.ft-6c20da7eebf54be5a95c1f90893304d3
